symbol,price,change,change_percent,timestamp,source
BTC-USD,0.0,0.0,0.0,2025-12-15 17:51:18,yfinance
EGLD-USD,0.0,0.0,0.0,2025-12-15 17:51:18,yfinance
ADA-USD,0.0,0.0,0.0,2025-12-15 17:51:18,yfinance
BTC-USD,0.0,0.0,0.0,2025-12-15 17:53:06,yfinance
BTC-USD,0.0,0.0,0.0,2025-12-15 17:53:06,yfinance
EURUSD=X,0.0,0.0,0.0,2025-12-15 17:53:06,yfinance
EURRON=X,0.0,0.0,0.0,2025-12-15 17:53:06,yfinance
EURRON=X,0.0,0.0,0.0,2025-12-15 17:53:06,yfinance
BTC-USD,0.0,0.0,0.0,2025-12-15 17:53:06,yfinance
BTC-USD,0.0,0.0,0.0,2025-12-15 17:53:06,yfinance
EGLD-USD,0.0,0.0,0.0,2025-12-15 17:53:06,yfinance
ADA-USD,0.0,0.0,0.0,2025-12-15 17:53:06,yfinance
BTC-USD,0.0,0.0,0.0,2025-12-15 17:53:13,yfinance
BTC-USD,0.0,0.0,0.0,2025-12-15 17:54:12,yfinance
BTC-USD,0.0,0.0,0.0,2025-12-15 17:54:12,yfinance
EURUSD=X,0.0,0.0,0.0,2025-12-15 17:54:12,yfinance
EURRON=X,0.0,0.0,0.0,2025-12-15 17:54:12,yfinance
EURRON=X,0.0,0.0,0.0,2025-12-15 17:54:12,yfinance
BTC-USD,0.0,0.0,0.0,2025-12-15 17:54:12,yfinance
BTC-USD,0.0,0.0,0.0,2025-12-15 17:54:12,yfinance
EGLD-USD,0.0,0.0,0.0,2025-12-15 17:54:12,yfinance
ADA-USD,0.0,0.0,0.0,2025-12-15 17:54:12,yfinance
BTC-USD,0.0,0.0,0.0,2025-12-15 17:59:55,yfinance
BTC-USD,0.0,0.0,0.0,2025-12-15 17:59:55,yfinance
EURUSD=X,0.0,0.0,0.0,2025-12-15 17:59:55,yfinance
EURRON=X,0.0,0.0,0.0,2025-12-15 17:59:55,yfinance
EURRON=X,0.0,0.0,0.0,2025-12-15 17:59:55,yfinance
BTC-USD,0.0,0.0,0.0,2025-12-15 17:59:55,yfinance
BTC-USD,0.0,0.0,0.0,2025-12-15 17:59:55,yfinance
EGLD-USD,0.0,0.0,0.0,2025-12-15 17:59:55,yfinance
ADA-USD,0.0,0.0,0.0,2025-12-15 17:59:55,yfinance
BTC-USD,0.0,0.0,0.0,2025-12-15 18:03:25,yfinance
BTC-USD,0.0,0.0,0.0,2025-12-15 18:03:25,yfinance
EURUSD=X,0.0,0.0,0.0,2025-12-15 18:03:25,yfinance
EURRON=X,0.0,0.0,0.0,2025-12-15 18:03:25,yfinance
EURRON=X,0.0,0.0,0.0,2025-12-15 18:03:25,yfinance
BTC-USD,0.0,0.0,0.0,2025-12-15 18:03:25,yfinance
BTC-USD,0.0,0.0,0.0,2025-12-15 18:03:25,yfinance
EGLD-USD,0.0,0.0,0.0,2025-12-15 18:03:25,yfinance
ADA-USD,0.0,0.0,0.0,2025-12-15 18:03:25,yfinance
BTC-USD,0.0,0.0,0.0,2025-12-15 18:09:58,yfinance
BTC-USD,0.0,0.0,0.0,2025-12-15 18:09:59,yfinance
EURUSD=X,0.0,0.0,0.0,2025-12-15 18:09:59,yfinance
EURRON=X,0.0,0.0,0.0,2025-12-15 18:09:59,yfinance
EURRON=X,0.0,0.0,0.0,2025-12-15 18:09:59,yfinance
BTC-USD,0.0,0.0,0.0,2025-12-15 18:09:59,yfinance
BTC-USD,0.0,0.0,0.0,2025-12-15 18:09:59,yfinance
EGLD-USD,0.0,0.0,0.0,2025-12-15 18:09:59,yfinance
ADA-USD,0.0,0.0,0.0,2025-12-15 18:09:59,yfinance
BTC-USD,0.0,0.0,0.0,2025-12-15 18:10:03,yfinance
BTC-USD,0.0,0.0,0.0,2025-12-15 18:10:04,yfinance
EURUSD=X,0.0,0.0,0.0,2025-12-15 18:10:04,yfinance
EURRON=X,0.0,0.0,0.0,2025-12-15 18:10:04,yfinance
EURRON=X,0.0,0.0,0.0,2025-12-15 18:10:04,yfinance
BTC-USD,0.0,0.0,0.0,2025-12-15 18:10:04,yfinance
BTC-USD,0.0,0.0,0.0,2025-12-15 18:10:04,yfinance
EGLD-USD,0.0,0.0,0.0,2025-12-15 18:10:04,yfinance
ADA-USD,0.0,0.0,0.0,2025-12-15 18:10:04,yfinance
BTC-USD,0.0,0.0,0.0,2025-12-15 18:16:53,yfinance
BTC-USD,0.0,0.0,0.0,2025-12-15 18:16:53,yfinance
EURUSD=X,0.0,0.0,0.0,2025-12-15 18:16:53,yfinance
EURRON=X,0.0,0.0,0.0,2025-12-15 18:16:53,yfinance
EURRON=X,0.0,0.0,0.0,2025-12-15 18:16:53,yfinance
BTC-USD,0.0,0.0,0.0,2025-12-15 18:16:53,yfinance
BTC-USD,0.0,0.0,0.0,2025-12-15 18:16:53,yfinance
EGLD-USD,0.0,0.0,0.0,2025-12-15 18:16:53,yfinance
ADA-USD,0.0,0.0,0.0,2025-12-15 18:16:53,yfinance
BTC-USD,0.0,0.0,0.0,2025-12-15 18:28:21,yfinance
BTC-USD,0.0,0.0,0.0,2025-12-15 18:28:22,yfinance
EURUSD=X,0.0,0.0,0.0,2025-12-15 18:28:22,yfinance
EURRON=X,0.0,0.0,0.0,2025-12-15 18:28:22,yfinance
EURRON=X,0.0,0.0,0.0,2025-12-15 18:28:22,yfinance
BTC-USD,0.0,0.0,0.0,2025-12-15 18:28:22,yfinance
BTC-USD,0.0,0.0,0.0,2025-12-15 18:28:22,yfinance
EGLD-USD,0.0,0.0,0.0,2025-12-15 18:28:22,yfinance
ADA-USD,0.0,0.0,0.0,2025-12-15 18:28:22,yfinance
BTC-USD,87066.8671875,0.0,0.0,2025-12-15 18:29:00,yfinance
BTC-USD,87066.8671875,0.0,0.0,2025-12-15 18:29:00,yfinance
EURUSD=X,1.1763322353363037,0.0,0.0,2025-12-15 18:29:01,yfinance
EURRON=X,5.091559886932373,0.0,0.0,2025-12-15 18:29:01,yfinance
EURRON=X,5.091559886932373,0.0,0.0,2025-12-15 18:29:01,yfinance
BTC-USD,87066.8671875,0.0,0.0,2025-12-15 18:29:01,yfinance
BTC-USD,87066.8671875,0.0,0.0,2025-12-15 18:29:01,yfinance
EGLD-USD,6.842502117156982,0.0,0.0,2025-12-15 18:29:02,yfinance
ADA-USD,0.3866995871067047,0.0,0.0,2025-12-15 18:29:02,yfinance
BTC-USD,86972.703125,0.0,0.0,2025-12-15 18:31:13,yfinance
BTC-USD,86972.703125,0.0,0.0,2025-12-15 18:31:13,yfinance
EURUSD=X,1.1761938333511353,0.0,0.0,2025-12-15 18:31:13,yfinance
EURRON=X,5.091519832611084,0.0,0.0,2025-12-15 18:31:13,yfinance
EURRON=X,5.091519832611084,0.0,0.0,2025-12-15 18:31:13,yfinance
BTC-USD,86972.703125,0.0,0.0,2025-12-15 18:31:14,yfinance
BTC-USD,86972.703125,0.0,0.0,2025-12-15 18:31:14,yfinance
EGLD-USD,6.842502117156982,0.0,0.0,2025-12-15 18:31:14,yfinance
ADA-USD,0.38785356283187866,0.0,0.0,2025-12-15 18:31:14,yfinance
EGLD-USD,6.842502117156982,0.0,0.0,2025-12-15 18:31:20,yfinance
EURUSD=X,1.1761938333511353,0.0,0.0,2025-12-15 18:31:30,yfinance
EURRON=X,5.091609954833984,0.0,0.0,2025-12-15 18:31:38,yfinance
INTL,28.350000381469727,0.0,0.0,2025-12-15 18:31:56,yfinance
BTC-USD,86299.9140625,0.0,0.0,2025-12-15 18:45:31,yfinance
BTC-USD,86299.9140625,0.0,0.0,2025-12-15 18:45:31,yfinance
EURUSD=X,1.1757789850234985,0.0,0.0,2025-12-15 18:45:32,yfinance
EURRON=X,5.091469764709473,0.0,0.0,2025-12-15 18:45:32,yfinance
EURRON=X,5.091469764709473,0.0,0.0,2025-12-15 18:45:32,yfinance
BTC-USD,86299.9140625,0.0,0.0,2025-12-15 18:45:32,yfinance
BTC-USD,86299.9140625,0.0,0.0,2025-12-15 18:45:32,yfinance
EGLD-USD,6.863724231719971,0.0,0.0,2025-12-15 18:45:32,yfinance
ADA-USD,0.38524678349494934,0.0,0.0,2025-12-15 18:45:33,yfinance
BTC-USD,86299.9140625,0.0,0.0,2025-12-15 18:45:53,yfinance
EURUSD=X,1.1757789850234985,0.0,0.0,2025-12-15 18:45:53,yfinance
EURRON=X,5.091469764709473,0.0,0.0,2025-12-15 18:45:54,yfinance
EURRON=X,5.091469764709473,0.0,0.0,2025-12-15 18:45:54,yfinance
BTC-USD,86299.9140625,0.0,0.0,2025-12-15 18:45:54,yfinance
BTC-USD,86299.9140625,0.0,0.0,2025-12-15 18:45:54,yfinance
EGLD-USD,6.863724231719971,0.0,0.0,2025-12-15 18:45:54,yfinance
ADA-USD,0.38524678349494934,0.0,0.0,2025-12-15 18:45:54,yfinance
EURUSD=X,1.1757789850234985,0.0,0.0,2025-12-15 18:45:54,yfinance
BTC-USD,86299.9140625,0.0,0.0,2025-12-15 18:46:04,yfinance
BTC-USD,86299.9140625,0.0,0.0,2025-12-15 18:46:16,yfinance
