symbol,price,change,change_percent,timestamp,source
EURUSD=X,1.1757789850234985,0.0,0.0,2025-12-15 15:13:39,yfinance
RON,,0.0,0.0,2025-12-15 15:14:00,yfinance
BTC-USD,89525.5,0.0,0.0,2025-12-15 15:14:00,yfinance
EURRON=X,5.092659950256348,0.0,0.0,2025-12-15 15:14:00,yfinance
EURUSD=X,1.1757789850234985,0.0,0.0,2025-12-15 15:14:00,yfinance
RON,,0.0,0.0,2025-12-15 15:14:06,yfinance
BTC-USD,89525.5,0.0,0.0,2025-12-15 15:14:06,yfinance
EURRON=X,5.092659950256348,0.0,0.0,2025-12-15 15:14:06,yfinance
EURUSD=X,1.1757789850234985,0.0,0.0,2025-12-15 15:14:06,yfinance
RON,,0.0,0.0,2025-12-15 15:14:13,yfinance
BTC-USD,89525.5,0.0,0.0,2025-12-15 15:14:14,yfinance
EURRON=X,5.092659950256348,0.0,0.0,2025-12-15 15:14:14,yfinance
EURUSD=X,1.1757789850234985,0.0,0.0,2025-12-15 15:14:14,yfinance
egld-usd,7.156422138214111,0.0,0.0,2025-12-15 15:14:15,yfinance
RON,,0.0,0.0,2025-12-15 15:14:24,yfinance
BTC-USD,89525.5,0.0,0.0,2025-12-15 15:14:24,yfinance
EURRON=X,5.092659950256348,0.0,0.0,2025-12-15 15:14:25,yfinance
EURUSD=X,1.1757789850234985,0.0,0.0,2025-12-15 15:14:25,yfinance
RON,,0.0,0.0,2025-12-15 15:14:34,yfinance
BTC-USD,89525.5,0.0,0.0,2025-12-15 15:14:34,yfinance
EURRON=X,5.092659950256348,0.0,0.0,2025-12-15 15:14:35,yfinance
EURUSD=X,1.1757789850234985,0.0,0.0,2025-12-15 15:14:35,yfinance
RON,,0.0,0.0,2025-12-15 15:14:39,yfinance
BTC-USD,89565.3125,0.0,0.0,2025-12-15 15:14:40,yfinance
EURRON=X,5.092659950256348,0.0,0.0,2025-12-15 15:14:40,yfinance
EURUSD=X,1.1757789850234985,0.0,0.0,2025-12-15 15:14:40,yfinance
RON,,0.0,0.0,2025-12-15 15:14:46,yfinance
BTC-USD,89565.3125,0.0,0.0,2025-12-15 15:14:46,yfinance
EURRON=X,5.092659950256348,0.0,0.0,2025-12-15 15:14:46,yfinance
EURUSD=X,1.1757789850234985,0.0,0.0,2025-12-15 15:14:46,yfinance
RON,,0.0,0.0,2025-12-15 15:14:48,yfinance
BTC-USD,89565.3125,0.0,0.0,2025-12-15 15:14:48,yfinance
EURRON=X,5.092659950256348,0.0,0.0,2025-12-15 15:14:48,yfinance
EURUSD=X,1.1757789850234985,0.0,0.0,2025-12-15 15:14:49,yfinance
RON,,0.0,0.0,2025-12-15 15:14:51,yfinance
BTC-USD,89565.3125,0.0,0.0,2025-12-15 15:14:51,yfinance
EURRON=X,5.092659950256348,0.0,0.0,2025-12-15 15:14:51,yfinance
EURUSD=X,1.1757789850234985,0.0,0.0,2025-12-15 15:14:52,yfinance
ron,,0.0,0.0,2025-12-15 15:14:56,yfinance
ron-usd,2e-11,0.0,0.0,2025-12-15 15:14:59,yfinance
ron-usd,2e-11,0.0,0.0,2025-12-15 15:15:00,yfinance
RON,,0.0,0.0,2025-12-15 15:15:41,yfinance
BTC-USD,89565.3125,0.0,0.0,2025-12-15 15:15:41,yfinance
EURRON=X,5.092659950256348,0.0,0.0,2025-12-15 15:15:41,yfinance
EURUSD=X,1.1759172677993774,0.0,0.0,2025-12-15 15:15:41,yfinance
EURRON=X,5.092659950256348,0.0,0.0,2025-12-15 15:15:43,yfinance
RON,,0.0,0.0,2025-12-15 15:15:46,yfinance
BTC-USD,89565.3125,0.0,0.0,2025-12-15 15:15:46,yfinance
EURUSD=X,1.1759172677993774,0.0,0.0,2025-12-15 15:15:46,yfinance
RON,,0.0,0.0,2025-12-15 15:15:49,yfinance
BTC-USD,89565.3125,0.0,0.0,2025-12-15 15:15:50,yfinance
EURUSD=X,1.1759172677993774,0.0,0.0,2025-12-15 15:15:50,yfinance
EURRON=X,5.092659950256348,0.0,0.0,2025-12-15 15:15:51,yfinance
BTC-USD,89549.8828125,0.0,0.0,2025-12-15 15:21:08,yfinance
BTC-USD,89486.1328125,0.0,0.0,2025-12-15 15:24:49,yfinance
RON,,0.0,0.0,2025-12-15 15:24:49,yfinance
BTC-USD,89486.1328125,0.0,0.0,2025-12-15 15:24:49,yfinance
EURUSD=X,1.1759172677993774,0.0,0.0,2025-12-15 15:24:49,yfinance
EURRON=X,5.092919826507568,0.0,0.0,2025-12-15 15:24:54,yfinance
BTC-USD,89486.1328125,0.0,0.0,2025-12-15 15:25:06,yfinance
